,Watts Field,Rochdale,MS
,Reinke Airport,Rochelle,IL
,Maple Hurst Farms Airport,Rochelle,IL
,Taft Airport,Rochester,IL
,Trygstad Airport,Rochester,MN
,Skatter Creek Airport,Rochester,WA
,R & K Skyranch Airport,Rochester,WA
,Van Effen Field,Rock,MI
,Sue Rock International Airport,Rock City,IL
,Chester Wyss Airport,Rock City,IL
,Hillman Airport,Rock City,IL
,Hemlock Field,Rock Creek,OH
,Country Squire Airport,Rock Hill,SC
,Rock Point Airport,Rock Point,AZ
,Red Creek Ranch Airport,Rock Springs,WY
,Cottonwood Airport,Rockford,IL
,Lz Fairwinds Airport,Rockford,IL
,Severson Airport,Rockford,IL
,Darrington Airport,Rockford,IL
,Latham Park Aero Estates Airport,Rockford,IL
,Wells Airport,Rockford,MI
,Rockledge Airport,Rockledge,FL
,San Jose Island Airport,Rockport,TX
,Four Square Ranch Airport,Rocksprings,TX
,Freeman Ranch Airport,Rocksprings,TX
,Edwards County Airport,Rocksprings,TX
,Hackberry Ranch Airport,Rocksprings,TX
,Compass Rose Airport,Rockton,IL
,Harry D Fenton Airport,Rockton,IL
,Blackhawk Farms Inc Airport,Rockton,IL
,Mc Curdy Strip,Rockton/Belvidere,IL
,Butler Field,Rockville,IN
,Breckenridge Airport,Rockville,MO
,Presbyterian Hospital Of Rockwall Heliport,Rockwall,TX
,Poetry Flying Ranch Airport,Rockwall,TX
,Dad's Field,Rockwell,IA
,Socatean Bay Airport,Rockwood,ME
,Avery Field,Rockwood,ME
,Walden Ridge Airport,Rockwood,TN
,Melon Field,Rocky Ford,CO
,Pegasus Ranch Airport,Rocky Ford,GA
,Worley Field,Rocky Mount,VA
,Ferguson Airport,Rocky Mount,VA
,Woody Field Airport,Rocky Mount,VA
,Venning's Landing Airport,Rocky Mount,VA
,Rocky Ridge Airport,Rocky Ridge,AZ
,Rodeo Airport,Rodeo,NM
,Amigos Del Cielo Airport,Rodeo,NM
,Seratt Airport,Rogers,AR
,Ozark Aerodrome,Rogers,AR
,Presque Isle County Airport,Rogers City,MI
,Malina Airport,Rogersville,MO
,Kay Airport,Rogersville,TN
,Air Dusters Inc Airport,Roggen,CO
,Westberg-Rosling Farms Airport,Roggen,CO
,Springbrook Airport,Rogue River,OR
,Venture Aerodrome Airpark Nr 2 Ultralightport,Roland,OK
,Rolette Airport,Rolette,ND
,Harrison Private Airport,Rolla,MO
,Morgan Airport,Rolla,MO
,Rolla Municipal Airport,Rolla,ND
,Nick's Flying Service Inc Airport,Rolling Fork,MS
,Rollang Field,Rolling Fork,MS
,Wade Airport,Rolling Fork,MS
,Cummings Field,Rolling Prairie,IN
,F R Duke Farm Airport,Romayor,TX
,Wallace Field,Rome,GA
,Stanwix Heights Airport,Rome,NY
,Kriewall Strip,Romeo,MI
,Dodge Airport,Romeo,MI
,Lost Mountain Airport,Romney,WV
,Eastview Airport,Romney,WV
,Hoversland Airport,Ronan,MT
,Gum Creek Airport,Roopville,GA
,Cox-Coyour Meml Air Field,Roosevelt,MN
,Erickson Airport,Roosevelt,MN
,Mc Nabb Farm Airport,Ropesville,TX
,Lloyd's Landing Airport,Rosamond,CA
,Skyotee Ranch Airport,Rosamond,CA
,Double D Ranch Airport,Rosanky,TX
,Mc Curdy Airport,Roscoe,IL
,Pasley Airport,Roscoe,MO
,Skytop Airport,Roscoe,NY
,Roscommon Conservation Airport,Roscommon,MI
,Mc Donald's Strip,Rose Bud,AR
,Butler Airpark,Rose Hill,KS
,Rosebud Airport,Rosebud,NM
,Lookingglass Airport,Roseburg,OR
,Umpqua Airport,Roseburg,OR
,George Felt Airport,Roseburg,OR
,Flournoy Valley Airport,Roseburg,OR
,Napier Ranch Airport,Roseburg,OR
,Ray Airport,Rosemark,TN
,Windward Farms Airport,Rosemont,NJ
,Fiddyment Field,Roseville,CA
,Earp Airport,Roseville,IL
,Meyer Field,Rosharon,TX
,Bayless Airport,Rosharon,TX
,Henderson Airport,Rosiclare,IL
,Mick Shier Field,Rosiere,WI
,Tightwaad Air Ranch Airport,Rosston,TX
,Wolf River Airport,Rossville,TN
,Mehrhoff Field,Rossville,TN
,Benedict Airpark,Roswell,NM
,Jenkins Airport,Roswell,NM
,Fisher County Airport,Rotan/Roby,TX
,Double Jj Resort Ranch Airport,Rothbury,MI
,Velo Airstrip,Rothsay,MN
,Bender's Airport,Rothschild,WI
,Limberlost Ranch Airport,Rough and Ready,CA
,Ranch-Aero Airport,Roulette,PA
,Rockenbach Airport,Round Lake,IL
,Round Lake Airport and Seaplane Base,Round Lake,NY
,Barker Creek Ranch Airstrip,Round Mountain,NV
,Wine Glass Ranch Airport,Round Mountain,NV
,Moursund Ranch Airport,Round Mountain,TX
,West Ranch Airport,Round Mountain,TX
,Haven Wood Airport,Round Spring,MO
,El Paisano Airport,Round Top,TX
,Bittner-Whitsel Airport,Rouzerville,PA
,Adams Airport,Rowland,NC
,West Private Airport,Roxana,DE
,Holeman Field,Roxboro,NC
,Good Hill Farm Airport,Roxbury,CT
,Thomas Airport,Roxbury,ME
,Roxbury Runway Airport,Roxbury,NY
,Sand Creek Wildlife Station Airport,Roy,MT
,Clavel Ranch Airport,Roy,NM
,Ray Ranch Airport,Roy,NM
,B & G Farms Airport,Royal City,WA
,Christensen Field,Royal City,WA
,Adams Private Airport,Royalton,IL
,Northport Airport,Royalton,WI
,Bishop Field,Royse City,TX
,Poetry Landing Airport,Royse City,TX
,Fort Ruby Ranch Airstrip,Ruby Valley,NV
,Fly By Night Airport,Ruch,OR
,Folkerts Airport,Rudd,IA
,Rugby Municipal Airport,Rugby,ND
,Paul Airstrip,Rugby,ND
,Hot Springs Airport,Ruidosa,TX
,Dyer's Field,Rumford,ME
,Woosley Airport,Rumsey,KY
,Terra Firma Airport,Rush,CO
,High Mesa Airport,Rush,CO
,Vantage View Airport,Rush,CO
,Cable's Corner Airport,Rush,CO
,Skyview Airport,Rush,NY
,Rohwer Airport,Rushmore,MN
,Schuy-Rush Airport,Rushville,IL
,Mcminn Airport,Rushville,IN
,Stevens Farms Airport,Rushville,IN
,Church's Landing Airport,Rushville,MO
,Bean Lake Airport,Rushville,MO
,Boll Brothers Airstrip,Russell,ND
,Rataiczak Airport,Russell,OH
,Shield Farm Airport,Russell,PA
,Scandia Air Park,Russell,PA
,Durham Airport,Russellville,IN
,Russellville Logan County Airport,Russellville,KY
,Kako Airport,Russian Mission,AK
,Breezy Knoll Airport,Rustburg,VA
,Fox Haven Plantation STOLport,Rutherfordton,NC
,John W Meils Restricted Landing Area,Rutland,IL
,Mann Ranch Airport,Rye,CO
,Ryegate Airport,Ryegate,MT
,Cliffords Airport,Sabattus,ME
,Sabetha Municipal Airport,Sabetha,KS
,Blue Sky Airport,Sabin,MN
,K Bar Ranch Airport,Sabinal,TX
,Texas Menhaden Strip,Sabine Pass,TX
,Sharretts Airport,Sabinsville,PA
,Sabot Airport,Sabot,VA
,Hillside Stables Airport,Sabula,IA
,Sac City Municipal Airport,Sac City,IA
,Lauppes Strip,Sacramento,CA
,Lester Airfield,Sacramento,KY
,David Lowe Airport,Sacramento,KY
,Baggett Farms Airport,Sacramento,KY
,Masser Field,Sacramento,PA
,Johnson Private Airport,Sacred Heart,MN
,Graham Field,Sadler,TX
,Davidson Field,Sage,AR
,Swan Field,Saginaw,MN
,Circle C Ranch Airport,Saginaw,TX
,Timber Basin Airpark Inc Airport,Sagle,ID
,Great Lakes Airport,Sagola,MI
,Life Line 2 Heliport,Saint Robert,MO
,Salado Airport,Salado,TX
,Morgan Airfield,Salem,IN
,Habermel Airport,Salem,IN
,Paruszewski Farm Strip,Salem,NJ
,Salem Airfield,Salem,NJ
,O K Dies Airport,Salem,OH
,Koons Airport,Salem,OH
,Salem Lakefront Airport,Salem,OH
,Fly 'N' W Airport,Salem,OR
,Lusardi Field,Salem,OR
,Wagoner Airport,Salem,OR
,Blue Skies Farm Airport,Salem,OR
,Summit Airport,Salem,VA
,Dodsworth Airport,Salida,CO
,Granite Mountain Lodge Airport,Salida,CO
,Silers Plane Valley Airport,Salina,KS
,R F Roesner Airport,Salina,KS
,Burger's Valley Airport,Salina,KS
,Dmh Airport,Salina,KS
,J Roesner Airport,Salina,KS
SBO,Salina Gunnison Airport,Salina,UT
,Saline Airport,Saline,MI
,Tim's Airport,Salisbury,MD
,Bennett Airport,Salisbury,MD
,Ennis Aerodrome,Salisbury,MD
,Mac Kinnis Airport,Salisbury,MD
,Corriher Field,Salisbury,NC
,South River Airport,Salisbury,NC
,Neversweat Too Airport,Sallisaw,OK
,Gustafson Airport,Sallisaw,OK
,Salmon Lake Airport,Salmon Lake,AK
,Western Sky Airport,Salome,AZ
,Indian Hills Airpark,Salome,AZ
,Sheepy Hollow Ranch Airfield,Salome,AZ
,Big Tank Ranch Airport,Salt Flat,TX
,Saluda County Airport,Saluda,SC
,Arrowhead Point Airport,Saluda,VA
,Combs Airport,Samaria,MI
,Fairlane Airport,Samson,AL
,Logan Field,Samson,AL
,Reece Field,San Angelo,TX
,Ducote Airpark,San Angelo,TX
,Standard Industries Airport,San Antonio,TX
,Christus Santa Rosa Westover Hills Heliport,San Antonio,TX
,North Central Baptist Hospital Heliport,San Antonio,TX
,Horizon Airport,San Antonio,TX
,Triple R Airport,San Antonio,TX
,Camp Bullis Als (Cals) Airport,San Antonio,TX
,San Geronimo Airpark,San Antonio,TX
,A W Ranch Airport,San Antonio,TX
,Yates Airport,San Antonio,TX
,San Ardo Field,San Ardo,CA
,Fairway Farm Airport,San Augustine,TX
,San Augustine County Airport,San Augustine,TX
,Kornegay Private Airport,San Benito,TX
,San Carlos Airport,San Carlos,AZ
,Torrey Pines Gliderport,San Diego,CA
,B & S Ultralightport,San Leon,TX
,Rolle Airfield,San Luis,AZ
,Melby Ranch Airstrip,San Luis,CO
,Alison Air Park,San Marcos,TX
,Wyatt Airport,San Marcos,TX
,San Patricio International Airport,San Patricio,TX
,Harrington Field,San Pierre,IN
,Archangels Landing Airport,San Pierre,IN
,Little Hands Airport,San Ramon,CA
,Yates Field,San Saba,TX
,Corralitos Airport,San Ygnacio,TX
,Ward Field,Sanbornton,NH
,Prill Field,Sand Coulee,MT
,Sand Springs Strip,Sand Springs,MT
,Double W Airport,Sand Springs,OK
,Flying G Ranch Airport,Sand Springs,OK
,Mitchell Nr One Airport,Sanderson,TX
,Beaux Ranch Field,Sandpoint,ID
,Bird Nr 2 Airport,Sandpoint,ID
,Olmstead Sky Ranch Airport,Sandpoint,ID
,Murray Airport,Sandpoint,ID
,Cowley Field,Sandusky,MI
,Galloway Airport,Sandusky,OH
,Gord Airport,Sandwich,IL
,Hemmingsen Airport,Sandwich,IL
,Johnson Airport,Sandwich,IL
,Auberge Des Fleurs Airport,Sandy,OR
,Kingston Ranch Airport,Sandy Valley,NV
,Pineview Air Airport,Sanford,NC
,Moretz Riverside Landing Airport,Sanford,NC
,Harris River Ranch Airport,Sanger,CA
,Lane Field,Sanger,TX
,Vultures Row Airport,Sanger,TX
,Flying V Airport,Sanger,TX
,Ironhead Airport,Sanger,TX
,Flying C Airport,Sanger,TX
,Horseshoe Lake Airport,Sanger,TX
,Glass Airport,Sanger,TX
,Haire Airport,Sanger,TX
,Maxwell Field,Sanger,TX
,Edgington Ranch Airport,Sanger,TX
,Ruby Field,Sangerville,ME
,Christy Airstrip,Santa Barbara,CA
SZN,Santa Cruz Island Airport,Santa Barbara,CA
,San Rafael Ranch Airport,Santa Elena,TX
,Diamond O Ranch Airport,Santa Elena,TX
,Creasy Airport,Santa Fe,TX
,Kami-Kazi Airport,Santa Fe,TX
,Hart Ranch Airport,Santa Margarita,CA
,Northside Airpark,Santa Maria,CA
,Cielo Dorado Estates Airport,Santa Teresa/El Paso,NM
,Crawford Airport,Santa Ynez,CA
,Shepherd Farm Airport,Santa Ynez,CA
,Hoffman Private Airport,Santa Ysabel,CA
,Loma Madera Ranch Airport,Santa Ysabel,CA
,Old Forker Ultralightport,Sante Fe,TX
,Matthews Ranch Airport,Santo,TX
,Sahoma Lake Airport,Sapulpa,OK
,Morris Airport,Sapulpa,OK
,High Banks Farm Landing Area Airport,Saranac,NY
,Schwartz Farms Inc Airport,Sarasota,FL
,Lowe's Airport,Sarasota,FL
,Cedar Creek Ranch Airport,Saratoga,WY
,Mc Connell Field Airport,Sarben,NE
,Knox Landing Airport,Sardinia,NY
,High Acres Airport,Sardinia,NY
,Basher Field,Sardinia,NY
,Sargent Municipal Airport,Sargent,NE
,Amble-Tiger North Farms Airport,Sarles,ND
,Guggenberger Airport,Sartell,MN
,Hansen Airport,Sassamansville,PA
,Crosswinds Airfield,Sassamansville,PA
,Hitch Feeders Ii Inc. Airport,Satanta,KS
,Satanta Municipal Airport,Satanta,KS
,Anton Flying Uv Airport,Satanta,KS
,Rosedale Airport,Sault Ste Marie,MI
,Iberlin Ranch Nr 1 Airport,Savageton,WY
,Worth Airport,Savannah,MO
,Savannah Agri-Air Airport,Savannah,NY
,Vogel Airpark,Savannah,OH
,Warren Pietsch Airport,Sawyer,ND
,Saxon Airport,Saxon,WI
,Cherry Valley Airport,Saylorsburg,PA
,Timberline Airport,Scandinavia,WI
,Chinook Ultralight Airpark,Scappoose,OR
,Grabhorn's Airport,Scappoose,OR
,Scottow Bog Flightpark Ultralightport,Scarborough,ME
,Horne Airport,Scenery Hill,PA
,Brown Field,Scenic,SD
,Schafer Usfs Airport,Schafer,MT
,Knapp Airport,Schenevus,NY
,Whitcomb Field,Schoolcraft,MI
,Perry Airport,Schoolcraft,MI
,Prairie Ronde Airport,Schoolcraft,MI
,Marty Ranch Airport,Schulenburg,TX
,Garnseys Airport,Schuylerville,NY
,Yarrow Airport,Schwenksville,PA
,Kings Airport,Schwenksville,PA
,Jack's Heliport,Scio,OR
,Gillette Field,Scio,OR
,Killian Airfield,Scipio,NY
,Scobey Border Station /East Poplar International/ Airport,Scobey,MT
,Fairview Farms Airport,Scooba,MS
,Mohawk Valley Airport,Scotia,NY
,Burke Field,Scotland,SD
,Scotland Neck East Airport,Scotland Neck,NC
,Ventosa Plantation Airport,Scotland Neck,NC
,Industrial Helicopters Inc. Airport,Scott,LA
,Buehler Airport,Scott City,KS
,Prima Airport,Scott City,KS
,Reisig Brothers Airport,Scottsbluff,NE
,Scottsburg Airport,Scottsburg,IN
,Wilkerson's Airport,Scottsburg,IN
,Harrod/Rose Airport,Scottsburg,IN
,Tradewinds Aerodrome,Scottsmoor,FL
,Verhalen Airport,Scottsville,TX
,Anderson Airport,Scottsville,VA
,Holzman Airstrip,Scranton,ND
,Dilse Private Airstrip,Scranton,ND
,Cockfield Aerodrome,Scranton,SC
,Twin Acres Airport,Scurry,TX
,Glover Airport,Seaboard,NC
,Whatley Flying Service Airport,Seadrift,TX
,Pevey Airport,Seaford,DE
,Fuhr Flying Svc Airport,Seaforth,MN
,Seagoville Airport,Seagoville,TX
,Seagraves Airport,Seagraves,TX
,Brandes Air Field,Sealy,TX
,Mario's Flying Pizza Airport,Sealy,TX
,Clark Sky Ranch Airport,Sealy,TX
,Longbird Airport,Sealy,TX
,"Fly ""N"" K Airport",Searcy,AR
,Ridgeview Airport,Searsmont,ME
,HIghland View Field,Searsmont,ME
,Tri City Airport,Sebring,OH
,Homan Field,Sedalia,MO
,Rupp Airport,Sedan,KS
,Sooter Airport,Sedgwick,KS
,Israel's Farm Airport,Sedro Woolley,WA
,Black Canyon Ranch Airport,Seeley Lake,MT
,Elm Creek Airpark,Seguin,TX
,Glen Beicker Ranch Airport,Seguin,TX
,Randolph Air Force Base Auxiliary Airport,Seguin,TX
,Lackorn Airport,Seguin,TX
,Seiling Airport,Seiling,OK
,Shangri-La Airport,Selah,WA
,Selah Creek Landing Zone Airport,Selah Creek,WA
,Roland Norton Memorial Airstrip,Selawik,AK
,Beaman Airport,Selby,SD
,Fiedler Airport,Selby,SD
,Warrington Field,Selbyville,DE
,Stevenson Private Airport,Selden,KS
,X-1 Ranch Upper Headquarters Airport,Seligman,AZ
,Thompson Airport,Selkirk,MI
,Navarro Airport,Sellersville,PA
,Gold Mine Field,Sellersville,PA
,Skyharbor Airport,Selma,AL
,Central Valley Aviation Inc Airport,Selma,CA
,Quinn Airport,Selma,CA
,Backachers Ranch Airport,Selma,OR
,B Bar Ranch Airport,Selma,OR
,Robert Sibley Airport,Selmer,TN
,Morgan Field,Seminary,MS
,Zevely Climbing Zz Ranch Airport,Seminole,OK
,Seminole Municipal Airport,Seminole,OK
,Seminole Spraying Service Airport,Seminole,TX
,"Hamilton Aircraft, Inc Airport",Seminole,TX
,Grimes Field,Semmes,AL
,Boondox Field,Seneca,IL
,Spring Brook Airport,Seneca,IL
,Seneca Municipal Airport,Seneca,KS
,Cerny Airport,Seneca,OR
,Inshallah International Airport,Seneca,OR
,Silvies Valley Ranch Airport,Seneca,OR
,Seneca Emergency Airstrip,Seneca,OR
,Eagle Ridge Airport,Seneca,SC
,Tokeena Air Park,Seneca,SC
,Big 'T' Airport,Senoia,GA
,Rucilla's Roost Airport,Sequim,WA
,Rake's Glen Airport,Sequim,WA
,Grand View International Airport,Sequim,WA
,Blue Ribbon Airport,Sequim,WA
,Blue Heron Field,Sequim,WA
,Swanton Ultralightport,Sequim,WA
,Seven Springs Airport,Seven Springs Borough,PA
,Rush Airport,Severance,KS
,Hoffman's Farm Airport,Severn,VA
,Stuber Flying Ranch Airport,Severy,KS
,King Airport,Sevierville,TN
,Lenzner Farm Airport,Sewickley,PA
,Litchfield RLA Restricted Landing Area,Seymour,IL
,Stewart Field,Seymour,IN
,Owen Field,Seymour,MO
,Kenner Farm Airport,Seymour,TN
,Seymour Municipal Airport,Seymour,TX
,C Lazy T Ranch Airport,Seymour,TX
,Shady Cove Airpark,Shady Cove,OR
SHX,Shageluk Airport,Shageluk,AK
SKK,Shaktoolik Airport,Shaktoolik,AK
,Biggin Hill Airpark,Shallowater,TX
,Double Bar S Ranches Airport,Shamrock,OK
,Shamrock Municipal Airport,Shamrock,TX
,Blech Ranch Airport,Shandon,CA
,Shaniko Ranch Airport,Shaniko,OR
,Shaniko Cattle Airport,Shaniko,OR
,Shannon Flight Strip,Shannon,GA
,Janssen Airport,Shannon,IL
,Sneek Airport,Shannon,IL
,Spearman Field,Shannon,MS
,Wolomolopoag STOLport,Sharon,MA
,Hermitage Airport,Sharon,PA
,Lackawannock Airport,Sharon,PA
,Barten Airport,Sharon,WI
,Wiita Farms Airport,Sharon Center,OH
,Sharondale Field,Sharon Center,OH
,Walker Strip,Sharon Springs,KS
,Bussen Airport,Sharon Springs,KS
,Sharon Airport,Sharon Springs,NY
,Boyle's Landing Airport,Sharon Springs,NY
,Lake View Airport,Sharps Chapel,TN
,Rolling Meadows Airfield,Sharpsburg,GA
,Salsbery Airport,Sharpsville,IN
,The Old Commonwealth Aerodrome,Shartlesville,PA
,Cedar Creek Airport,Shauck,OH
,Tapley Airport,Shaw,MS
,Skelton Airport,Shaw,MS
,Wilding Farm Airport,Shaw Island,WA
,Dillenburg's Airport,Shawano,WI
,Bluebird Airpark,Shawnee,OK
,Fletcher Airport,Sheakeyville,PA
,Shearer US Forest Service Airport,Shearer,ID
,Van Der Vaart Airport,Sheboygan,WI
,Feldmann Field,Sheboygan Falls,WI
SMU,Sheep Mountain Airport,Sheep Mountain,AK
,Edwin G. Bennett Airport,Sheffield,IL
,Cmelak Field,Sheffield,MA
,Smokey Mtn Ranch Airport,Sheffield,TX
,Canon Ranch Airport,Sheffield,TX
,Frogs End Airport,Shelburne,VT
,Shelburne Farms Airport,Shelburne,VT
,Bostwick Farm Airport,Shelburne,VT
,Shelburne Airport,Shelburne,VT
,Shelby Air Service Airport,Shelby,MS
,Christmas Airport,Shelby,MS
,29NC Airport,Shelby,NC
,Dirt Dobber's Grass Strip,Shelby,NC
,Zelazny Airport,Shelby,NY
,Nasby Airport,Shelbyville,IN
,Foltz Farm Airport,Shelbyville,IN
,Solenberg Airport,Shelbyville,IN
,Pherigo Airport,Shelbyville,IN
,Siefert Airport,Shelbyville,IN
,Miles Field,Shelbyville,KY
,Hemp Ridge Airport,Shelbyville,KY
,Shelby County Airport,Shelbyville,MO
,Fairfield Airpark,Shelbyville,TN
,Pleasant Grove Airpark,Shelbyville,TN
,Zoomer Field,Sheldon,IL
,Kraig Farms Airport,Sheldon,ND
,The Peninsula Airport,Shell Knob,MO
,Turkey Mountain Estates Airport,Shell Knob,MO
,Barbour Island Airport,Shellman Bluff,GA
,Westmoreland Airport,Shelter Island,NY
,Shenandoah Airpark,Shenandoah,OH
,Lake Water Wheel Airport,Shepherd,TX
,Morin Airport,Sherburne,NY
,Cwian Field,Sheridan,IL
,Harrington Farms Airport,Sheridan,IL
,Windy Knoll Airport,Sheridan,IN
,Minikey Airport,Sheridan,MI
,Hibbs Farm Airport,Sheridan,MO
,Tezak's-Colterville-Spur Airport,Sheridan,MT
,Abba's Airport,Sheridan,OR
,Mach-O Acres Airport,Sheridan,OR
,Poverty Hollow Airport,Sheridan,OR
,Galaxy Ranch Airport,Sheridan,TX
,Symons Airport,Sheridan,WY
,Pratt's Eastern Divide Airport,Sherman,NY
,Butler Airport,Sherman,TX
,Beaver Creek Airport,Sherman,TX
,Lm Ranch Airport,Sherman,TX
,Haunstein Ultralightport,Shermans Dale,PA
,Yost Personal Use Airport,Shermans Dale,PA
,Weihler Airport,Sherrard,IL
,Tommy's Flying Service Inc Airport,Sherrill,AR
,Mountain View Airport,Sherrills Ford,NC
,Robert Chris Mc Intosh Airport,Sherwood,AR
,Rogers Private Airport,Sherwood,OH
,Bouret Ranch Airport,Sheyenne,ND
,Smith Airstrip,Sheyenne,ND
,Sutliff Private Airport,Shickshinny,PA
,Woodcrest Farms Airstrip,Shiloh,NJ
,B J Farms Airport,Shiloh,NJ
,Gerum Farm Airport,Shiner,TX
,Dean Ranch Airport,Shiner,TX
,Shingletown Airport,Shingletown,CA
,Wade F Maley Field,Shinnston,WV
,Shiocton Airport,Shiocton,WI
,Botsford Aerodrome,Shippensburg,PA
,Shippensburg Airport,Shippensburg,PA
,Wolfe Field,Shipshewana,IN
,Koch Airport,Shirland,IL
,Roy Burden Restricted Landing Area,Shirley,IL
,Skyline Airstrip,Shoemakersville,PA
,Shonto Airport,Shonto,AZ
,Brisson Airport,Shoreham,VT
,Torrey Airport,Shoreham,VT
,Strang Airpark,Short,OK
,Black Butte Ranch Airport,Shoshone,ID
,Shoshoni Municipal Airport,Shoshoni,WY
,White Mountain Ultralightport,Show Low,AZ
,Snoddy Air Strip,Shreve,OH
,Juneau Ultralightport,Shreveport,LA
,Heinsohn's Airfield,Shreveport,LA
,Caddo Detention Center Airport,Shreveport,LA
,Eickhoff Strip,Shubert,NE
,Shullsburg Airport,Shullsburg,WI
SHG,Shungnak Airport,Shungnak,AK
,Columbus Air Force Base Aux Field Airfield,Shuqualak,MS
,Hildreth Air Park,Sidell,IL
,Prickett-Grooms Field,Sidnaw,MI
,Justus Airport,Sidney,IL
,Fehringer Aerodrome,Sidney,NE
,Sierra Blanca Airport,Sierra Blanca,TX
,C & W Milliron Flying Field,Sigel,PA
,Sig-Nor Airport,Sigourney,IA
,Sigourney Iowa Airport,Sigourney,IA
,Flint Ridge Airport,Siler City,NC
,Brooks Field,Siler City,NC
,Siletz Airport,Siletz,OR
,Baldwin Airport,Silex,MO
,Williams Field,Siloam Springs,AR
,Silver Bay Municipal Airport,Silver Bay,MN
,Beaverhead Airstrip,Silver City,NM
,Me-Own Airport,Silver City,NM
,Whiskey Creek Airport,Silver City,NM
,Turner Ridgeport Airport,Silver City,NM
,Red & White Flying Service Airport,Silver Lake,OR
,Saxon Sycan Airport,Silver Lake,OR
,Connelly Field,Silverstreet,SC
,Iron Crown Airport,Silverton,OR
,Silverton Municipal Airport,Silverton,TX
,Schantz Airstrip,Simla,CO
,Wd Flyers Airport,Simmesport,LA
,Atchafalaya Flying Company Airport,Simmsport,LA
,Cox Airport,Simpsonville,SC
,Parker Field,Simpsonville,SC
,Glawe's Airport,Sioux Falls,SD
,The Citadel Airport,Sisters,OR
,Pineridge Ranch Airport,Sisters,OR
,Sage Ranch Airport,Sisters,OR
,Whippet Field,Sisters,OR
,Oakview Airport,Six Mile,SC
,Brown's Cape Horn Airport,Skamania,WA
,Skamokawa East Valley Airport,Skamokawa,WA
,Skellytown Airport,Skellytown,TX
,Talachulitna River Airport,Sketna,AK
,Skiatook Municipal Airport,Skiatook,OK
,Yav'pe Ma'ta Airport,Skull Valley,AZ
,Talaheim Airport,Skwentna,AK
,Skykomish State Airport,Skykomish,WA
,Jeter Field,Sladen,MS
,Hodges Farm Airport,Sladesville,NC
,Duffys Tavern Airport,Slana,AK
,Slate Creek Airport,Slate Creek,ID
,Lewis Landing Airport,Slate Hill,NY
,Slater Memorial Airport,Slater,MO
,Kitten Farm Private Airport,Slaton,TX
,Country Breeze Airport,Slaughter,LA
,Annison Private Airport,Slaughter,LA
,A & P Airpark,Slaughter,LA
NSL,Slayton Municipal Airport,Slayton,MN
,Braun's Airport,Sleepy Eye,MN
,Sleepy Eye Municipal Airport,Sleepy Eye,MN
SLQ,Sleetmute Airport,Sleetmute,AK
,Akroville Airport,Slidell,TX
,Flying Acres Airport,Slippery Rock,PA
,Freedom Field,Slocomb,AL
,Travis Airport,Smicksburg,PA
,Joye Ranch Airport,Smiley,TX
,Overmiller Airport,Smith Center,KS
,Jones Light Aviation Airport,Smiths,AL
,Johnson Field,Smiths Creek,MI
,Rollert Farm Airport,Smithville,MO
,Dunham Private Airport,Smithville,MO
,Rye Field,Smithville,MS
,Newberg Airport,Smyrna,DE
,Scotty's Place Airport,Smyrna,DE
,Kilpatrick Farm Airport,Sneads,FL
,Winding Creek Airport,Sneads Ferry,NC
,Cantwell Airport,Sneedville,TN
,Snettisham Airport,Snettisham,AK
,Kyles Airport,Snohomish,WA
,Pleasant Valley Airport,Snyder,OK
,Sleepy Hollow Airport,Social Circle,GA
,Stallion Army Air Field,Socorro,NM
,Leeward Farm Airport,Soldiers Grove,WI
,Kenai River Airpark,Soldotna,AK
,Gaede Airport,Soldotna,AK
,Dahler Homestead Airport,Soldotna,AK
,Dan France Airport,Soldotna,AK
,Moose Run Airstrip,Soldotna,AK
,Aerequus Airport,Solebury,PA
,Ransome STOLport,Solebury,PA
,Clark Ranch Airport,Soledad,CA
SOL,Solomon State Field,Solomon,AK
,High Mesa Airpark,Solomon,AZ
,Bartlett Field,Solon,IA
,Harper Ridge Airport,Solon,OH
,Valley Farms Airport,Somers,CT
,Cannon Field,Somerset,TX
,Irlbeck Airport,Somerset,WI
,Somerton Airport,Somerton,AZ
,Bottoms Brothers Airport,Somerville,IN
,Peters Airport,Somerville,NJ
,Hartwood Airport,Somerville,VA
,George Airport,Somonauk,IL
,Walnut Creek Airport,Somonauk,IL
,Warren Airport,Somonauk,IL
,C & L Ranch Ultralightport,Sonoita,AZ
,Infineon Raceway Pad 1 Heliport,Sonoma,CA
,Derry Landing Strip,Sonora,OH
,John Fields Ranch Airport,Sonora,TX
,Allison Ranch Airport,Sonora,TX
,Canyon Ranch Airport,Sonora,TX
,Cauley's Airstrip,Soperton,GA
,Treutlen County Airport,Soperton,GA
,Gehris Airport,Souderton,PA
,Sjule Private Airstrip,Souris,ND
,Kornkven Airstrip,Souris,ND
,Okeelanta Airport,South Bay,FL
,Miller Airport,South Beloit,IL
,Belridge Strip,South Belridge,CA
,Chain-O-Lakes Airport,South Bend,IN
,Aaron Penston Field,South Boston,VA
,Timbers Sky Camp Airport,South Branch,MI
,Dayton Heliport,South Brunswick,NJ
,Sky Acres Airport,South Burlington,VT
,Catskill Valley Airpark,South Cairo,NY
,Lisbon Airfield,South Charleston,OH
,Belleview Landing Airport,South Coffeyville,OK
,South Dayton Airport,South Dayton,NY
,Chapman Field,South Fork,CO
